name,city,priority_rank
ÖZEL GÖYMEN ANADOLU LİSESİ,İZMİR,14
TÜRK EĞİTİM VAKFI ANADOLU LİSESİ,DENİZLİ,14
ÖZEL ERYAMAN BİLİM DOĞA ANADOLU LİSESİ,ANKARA,14
ŞEHİT MURAT KOCATÜRK ANADOLU İMAM HATİP LİSESİ,İSTANBUL,14
ERKAN - VOLKAN YİĞİT ANADOLU İMAM HATİP LİSESİ,ANKARA,14
GÜLSER-MEHMET BOLLUK ANADOLU LİSESİ,BALIKESİR,14
ŞEMSETTİN ONAY ANADOLU LİSESİ,HAKKARİ,14
BUCA 85.YIL ANADOLU LİSESİ,İZMİR,14
HÜSEYİN BÜRGE ANADOLU LİSESİ,İSTANBUL,14
FATİH SULTAN MEHMET ANADOLU LİSESİ,DİYARBAKIR,14
KASTAMONU GÖL ANADOLU LİSESİ,KASTAMONU,14
BİLGİ ANADOLU LİSESİ,ADIYAMAN,14
ATATÜRK ANADOLU LİSESİ,SAMSUN,14
AĞRI DAĞI ANADOLU LİSESİ,AĞRI,14
BEŞİR BALCIOĞLU ANADOLU LİSESİ,İSTANBUL,14
ÖZEL BİLKENT LİSESİ,ANKARA,14
ÖZEL AKDENİZ KOLEJİ,ADANA,14
ÖZEL ANKA ANADOLU LİSESİ,SAKARYA,14
SİVEREK KARACADAĞ ANADOLU LİSESİ,ŞANLIURFA,14
KANDİLLİ KIZ LİSESİ,İSTANBUL,14
ŞÜKRÜ GELİŞ FEN LİSESİ,ŞIRNAK,14
PURSAKLAR AYYILDIZ ANADOLU LİSESİ,ANKARA,14
TEVFİK İLERİ ANADOLU LİSESİ,RİZE,14
TİRE KUTSAN ANADOLU LİSESİ,İZMİR,14
ÖZEL İSKENDERUN TEKYILDIZ ANADOLU LİSESİ,HATAY,14
ALİ ÖZTAYLAN ANADOLU İMAM HATİP LİSESİ,BALIKESİR,14
ÖZEL ANTALYA AÇI FEN LİSESİ,ANTALYA,14
ÖZEL ELAZIĞ FİNAL AKADEMİ ANADOLU LİSESİ,ELAZIĞ,14
KADRİYE ÇALIK ANADOLU LİSESİ,KAHRAMANMARAŞ,14
ERGÜN ÖNER - MEHMET ÖNER ANADOLU LİSESİ,İSTANBUL,14
HACI SÜLEYMAN ÇAKIR KIZ ANADOLU LİSESİ,ESKİŞEHİR,14
ÖZEL TUZKAYA ANADOLU LİSESİ,ANKARA,14
ALİ UZUNOĞLU ANADOLU İMAM HATİP LİSESİ,MANİSA,14
ŞEHİT ZEYNEP SAĞIR ANADOLU LİSESİ,ADANA,14
TURHAN TAYAN ANADOLU LİSESİ,BURSA,14
MURATPAŞA TÜRK TELEKOM ANADOLU LİSESİ,ANTALYA,14
ŞEHİT FUAT BAHADIR BUHARALIOĞLU ANADOLU LİSESİ,YOZGAT,14
BORSA İSTANBUL ANADOLU LİSESİ,GAZİANTEP,14
VEDAT TOPÇUOĞLU ANADOLU LİSESİ,GAZİANTEP,14
HASAN TEKİN ADA ANADOLU LİSESİ,DENİZLİ,14
ÖZEL MAVİ KAVRAM ANADOLU LİSESİ,MARDİN,14
ÖZEL SAMSUN FİNAL KOLEJİ,SAMSUN,14
ÖZEL LÜLEBURGAZ AKIM ANADOLU LİSESİ,KIRKLARELİ,14
OLTU FEN LİSESİ,ERZURUM,14
ÖZEL MAVİ ŞEHİR SINAV ANADOLU LİSESİ,İZMİR,14
ÖZEL NAZMİ ARIKAN FEN BİLİMLERİ CANİK FEN LİSESİ,ORDU,14
ŞEHİT ALİ ER ANADOLU LİSESİ,AKSARAY,14
NİHAL-TURGUT ANLAR ANADOLU LİSESİ,HATAY,14
ÖZEL AMASYA AÇI ANADOLU LİSESİ,AMASYA,14
YÜKSEL ACUN ANADOLU LİSESİ,HATAY,14
ŞEHİT MEHMET DEMİR KIZ ANADOLU İMAM HATİP LİSESİ,GAZİANTEP,14
ŞEHİT NURULLAH SABIRER FEN LİSESİ,AKSARAY,14
ALİ EMİRİ ANADOLU LİSESİ,DİYARBAKIR,14
ÖZEL GÜNEŞ KIZ FEN LİSESİ,ERZURUM,14
ÖZEL SAMSUN FİNAL AKADEMİ FEN LİSESİ,SAMSUN,14
İSMET ALKAN ANADOLU LİSESİ,HAKKARİ,14
KONYA LİSESİ,ANADOLU,14
AFŞİN FEN LİSESİ,KAHRAMANMARAŞ,14
ÖZEL OĞUZHAN ÖZKAYA FEN LİSESİ,İZMİR,14
ERZURUM LİSESİ,ERZURUM,14
MESUT ÖZATA ANADOLU LİSESİ,VAN,14
ÖZEL ÖNCÜ KOLEJ ÇALDIRAN ANADOLU LİSESİ,ANKARA,14
ÖZEL ELAZIĞ YÖNTEMİM ANADOLU LİSESİ,ELAZIĞ,14
ŞEHİT ÖMER HALİSDEMİR ANADOLU İMAM HATİP LİSESİ,KAYSERİ,14
ÖZEL İRFAN FEN VE TEKNOLOJİ LİSESİ,İSTANBUL,14
MERAM MEHMET-MÜNEVVER KURBAN ANADOLU LİSESİ,KONYA,14
ÖZEL ENDERUN FEN LİSESİ,KONYA,14
ÖZEL MUŞ FİNAL AKADEMİ ANADOLU LİSESİ,MUŞ,14
DURSUN ALİ KURT ANADOLU İMAM HATİP LİSESİ,TRABZON,15
TÜRK TELEKOM ANADOLU İMAM HATİP LİSESİ,AMASYA,15
ÖZEL CANİK UĞUR FEN LİSESİ,SAMSUN,15
İZMİR ANADOLU LİSESİ,İZMİR,15
CELAL TORAMAN ANADOLU LİSESİ,BALIKESİR,15
MERKEZ ATATÜRK ANADOLU LİSESİ,KAHRAMANMARAŞ,15
ÖZEL YENİ ADANA ORTADOĞU ANADOLU LİSESİ,ADANA,15
KAĞIZMAN AHMET ARSLAN FEN LİSESİ,KARS,15
ÖZEL DERİK ÇÖZÜM ANADOLU LİSESİ,MARDİN,15
ÖZEL ENVAR FEN LİSESİ,KONYA,15
ÖZEL AKHİSAR KOLEJİ FEN LİSESİ,MANİSA,15
ROTARY 100.YIL ANADOLU LİSESİ,İSTANBUL,15
YERKÖY ŞEHİT İDRİS AYDOĞDU FEN LİSESİ,YOZGAT,15
ÖZEL TRABZON BAHÇEŞEHİR KOLEJİ FEN VE TEKNOLOJİ LİSESİ,TRABZON,15
FMV ÖZEL ISPARTAKULE IŞIK FEN LİSESİ,İSTANBUL,15
ANKARA LİSESİ,ANKARA,15
ÖZEL YÜCE KOLEJİ,ANKARA,15
ÖZEL TÜMAY ANADOLU LİSESİ,ANKARA,15
ÖZEL HİSARCIKLIOĞLU FEN LİSESİ,KAYSERİ,15
ÖZEL YEDİ RENKLİ ÇINAR FEN LİSESİ,BURSA,15
ÖZAY GÖNLÜM FEN LİSESİ,DENİZLİ,15
MECİDİYE ANADOLU LİSESİ,ERZURUM,15
ŞIRNAK ANADOLU LİSESİ,ŞIRNAK,15
ÖZEL BODRUM BAHÇEŞEHİR ANADOLU LİSESİ,MUĞLA,15
KAZIM KARABEKİR FEN LİSESİ,YOZGAT,15
KURTALAN ANADOLU LİSESİ,SİİRT,15
ÖZEL MATFEN EMRE KARATAŞ ANADOLU LİSESİ,ANKARA,15
ANKARA ÜNİVERSİTESİ GELİŞTİRME VAKFI OKULLARI ÖZEL ANADOLU LİSESİ,ANKARA,15
ÖZEL ÜÇGEN ANADOLU LİSESİ,ANKARA,15
GAZİ ÜNİVERSİTESİ VAKFI ÖZEL ANADOLU LİSESİ,ANKARA,15
ÖZEL OKUYAN DOĞRULAYAN TARTIŞAN UZMANLAR ANADOLU LİSESİ,ODTU,15
ÇAYCUMA TİCARET VE SANAYİ ODASI FEN LİSESİ,ZONGULDAK,15
ÖZEL YÜCE FEN LİSESİ,ANKARA,15
HASAN-SABRİYE GÜMÜŞ ANADOLU LİSESİ,İSTANBUL,15
TOMARZA FEN LİSESİ,KAYSERİ,15
ÖZEL ÇANKIRI KOLEJİ YILDIZTEPE FEN LİSESİ,ÇANKIRI,15
KOCASİNAN AHMET EREN ANADOLU LİSESİ,KAYSERİ,15
ESRA KARAKAYA ANADOLU LİSESİ,AYDIN,15
TÜRK TELEKOM FEN LİSESİ,SİNOP,15
MEHMET AKİF ERSOY ANADOLU LİSESİ,TEKİRDAĞ,15
ÖZEL MİLAS FİNAL AKADEMİ ANADOLU LİSESİ,MUĞLA,15
ŞEHİT MEHMET KARACATİLKİ ANADOLU İMAM HATİP LİSESİ,OSMANİYE,15
ALİ RIZA ÖZDERİCİ KIZ ANADOLU İMAM HATİP LİSESİ,KAYSERİ,15
ŞEHİT ÖNDER GÜZEL KIZ ANADOLU İMAM HATİP LİSESİ,AKSARAY,15
ÖZEL YAVUZ SELİM DAĞ FEN LİSESİ,ŞANLIURFA,15
SANDIKLI TÜRK TELEKOM FEN LİSESİ,AFYONKARAHİSAR,15
ÖZEL MODERN ORTADOĞU ANADOLU LİSESİ,ANKARA,15
ÖZEL ÇORUM DOĞA FEN LİSESİ,ÇORUM,15
MESLEKİ AÇIKÖĞRETİM LİSESİ,,15
GÖLBAŞI ANADOLU LİSESİ,ANKARA,15
ÇUBUK BEY ANADOLU LİSESİ,ELAZIĞ,15
ÇATALCA ANADOLU LİSESİ,İSTANBUL,15
SAVRUN ŞEHİT MUSTAFA ÇİĞİLOĞLU ANADOLU LİSESİ,OSMANİYE,15
ŞEHİT ONUR KILIÇ ANADOLU İMAM HATİP LİSESİ,ŞANLIURFA,15
ÖZEL HATAY SINAV KOLEJİ FEN LİSESİ,HATAY,15
İSMET YILMAZ FEN LİSESİ,SİVAS,15
ÇANKIRI 15 TEMMUZ ŞEHİTLER ANADOLU LİSESİ,ÇANKIRI,15
HACI FETTAH KADOOĞLU ANADOLU LİSESİ,ŞIRNAK,15
ÖZEL KIZILTEPE ÇÖZÜM KOLEJİ ANADOLU LİSESİ,MARDİN,15
YUNUS EMRE ANADOLU LİSESİ,BİNGÖL,15
ÖZEL ÇORLU NAZMİ ARIKAN FEN BİLİMLERİ FEN LİSESİ,TEKİRDAĞ,15
ODTÜ GELİŞTİRME VAKFI ÖZEL LİSESİ,ANKARA,15
NİZAM KARASU ANADOLU İMAM HATİP LİSESİ,BURSA,15
MEHMET ÖZÖNCEL ANADOLU LİSESİ,ADANA,15
FATİH ANADOLU LİSESİ,RİZE,15
ANKARA ÖZEL TEVFİK FİKRET ANADOLU LİSESİ,ANKARA,15
ÖZEL ELBİSTAN YILDIZ KOLEJİ FEN LİSESİ,KAHRAMANMARAŞ,15
MEHMET ÇELİKEL LİSESİ,ZONGULDAK,15
ÖZEL ANKARA NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ,ANKARA,15
ŞEHİT SÜLEYMAN SORKUT ANADOLU LİSESİ,DİYARBAKIR,15
CELAL BAYAR ANADOLU LİSESİ,BURSA,15
ÇORUM BAŞÖĞRETMEN ANADOLU LİSESİ,ÇORUM,15
ÖZEL MANİSA FEN BİLİMLERİ FEN LİSESİ,MANİSA,15
ÖZEL NESİBE AYDIN YILDIZLAR ANADOLU LİSESİ,ANKARA,15
MUSTAFA AZMİ DOĞAN ANADOLU LİSESİ,ANKARA,15
ÖZEL TAKEV ANADOLU LİSESİ,İZMİR,15
BORNOVA SUPHİ KOYUNCUOĞLU ANADOLU LİSESİ,İZMİR,15
ÖZEL IŞIN YAMAN ANADOLU LİSESİ,ANKARA,15
GEBZE ANADOLU LİSESİ,KOCAELİ,15
TOBB BİNALİ YILDIRIM KIZ ANADOLU İMAM HATİP LİSESİ,ERZİNCAN,15
TURAN ERDOĞAN YILMAZ FEN LİSESİ,ANTALYA,15
SİİRT LİSESİ,SİİRT,15
HASAN ÇAPAN ANADOLU LİSESİ,GAZİANTEP,15
FMV. ÖZEL ERENKÖY IŞIK LİSESİ,İSTANBUL,15
TED ANKARA KOLEJİ VAKFI ÖZEL LİSESİ,ANKARA,15
