Median_Success_Rate,High School,Total_Instances,Success_Ranks,Corrected_Success_Ranks
27177.0,ÖZEL MALATYA MEKTEBİM KOLEJİ FEN LİSESİ (MALATYA - YEŞİLYURT),1,[27.177],[27177.0]
27177.0,ÖZEL BOLLUCA UĞUR ANADOLU LİSESİ (İSTANBUL - ARNAVUTKÖY),1,[27.177],[27177.0]
27191.5,MUSTAFA KEMAL ANADOLU LİSESİ (ŞANLIURFA - SİVEREK),2,"[26.474, 27.909]","[26474.0, 27909.0]"
27219.0,CAHİT ZARİFOĞLU ANADOLU LİSESİ (ORDU - FATSA),3,"[13.176, 31.544, 36.937]","[13176.0, 31544.0, 36937.0]"
27224.5,ÖZEL SAMSUN FİNAL KOLEJİ (SAMSUN - ATAKUM),8,"[11.535, 16.761, 23.517, 31.102, 31.449, 32.228, 34.888, 36.316]","[11535.0, 16761.0, 23517.0, 31102.0, 31449.0, 32228.0, 34888.0, 36316.0]"
27242.2,TURHAN TAYAN ANADOLU LİSESİ (BURSA - MUDANYA),5,"[7.721, 28.376, 31.45, 34.037, 34.627]","[7721.0, 28376.0, 31450.0, 34037.0, 34627.0]"
27257.0,ATATÜRK ANADOLU LİSESİ (SAMSUN - İLKADIM),9,"[17.071, 23.389, 26.345, 26.897, 27.427, 29.19, 29.446, 30.469, 35.079]","[17071.0, 23389.0, 26345.0, 26897.0, 27427.0, 29190.0, 29446.0, 30469.0, 35079.0]"
27261.25,HASAN TEKİN ADA ANADOLU LİSESİ (DENİZLİ - PAMUKKALE),4,"[22.161, 23.389, 27.829, 35.666]","[22161.0, 23389.0, 27829.0, 35666.0]"
27265.5,ÖZEL MAVİ KAVRAM ANADOLU LİSESİ (MARDİN - KIZILTEPE),4,"[13.176, 27.909, 31.183, 36.794]","[13176.0, 27909.0, 31183.0, 36794.0]"
27296.2,GAZİ ÜNİVERSİTESİ VAKFI ÖZEL ANADOLU LİSESİ (ANKARA - ÇANKAYA),5,"[20.117, 23.646, 27.75, 29.316, 35.652]","[20117.0, 23646.0, 27750.0, 29316.0, 35652.0]"
27303.666666666668,ÖZEL ELAZIĞ DOĞA FEN LİSESİ (ELAZIĞ - MERKEZ),3,"[23.284, 27.177, 31.45]","[23284.0, 27177.0, 31450.0]"
27304.0,ŞEVKET RAŞİT HATİPOĞLU ANADOLU LİSESİ (ANKARA - YENİMAHALLE),2,"[19.32, 35.288]","[19320.0, 35288.0]"
27304.0,ULUSLARARASI MEVLANA ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),3,"[22.161, 23.783, 35.968]","[22161.0, 23783.0, 35968.0]"
27311.0,KAHRAMANMARAŞ SOSYAL BİLİMLER LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,[27.311],[27311.0]
27311.0,İKLİME HATUN KIZ ANADOLU İMAM HATİP LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,[27.311],[27311.0]
27311.0,ANTAKYA YÜKSEL-KEMAL BEHZETOĞLU ANADOLU LİSESİ (HATAY - ANTAKYA),1,[27.311],[27311.0]
27311.0,HACI MEHMET KOÇARSLAN ANADOLU LİSESİ (KİLİS - MERKEZ),1,[27.311],[27311.0]
27311.0,ALİ GALİP ÇALIK ANADOLU LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,[27.311],[27311.0]
27311.0,ÖZEL KAHRAMANMARAŞ AÇI ANADOLU LİSESİ (KAHRAMANMARAŞ - DULKADİROĞLU),1,[27.311],[27311.0]
27311.0,ÖZEL KADİRLİ ÇUKUROVA ARTI KOLEJİ ANADOLU LİSESİ (OSMANİYE - KADİRLİ),1,[27.311],[27311.0]
27311.0,ÖZEL ADİL DURSUN FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,[27.311],[27311.0]
27311.0,MUHAMMED HAMDİ YAZIR ANADOLU LİSESİ (ANTALYA - ELMALI),1,[27.311],[27311.0]
27311.0,TAYFUR SÖKMEN ANADOLU LİSESİ (HATAY - REYHANLI),1,[27.311],[27311.0]
27311.0,PAYAS NURSAN ANADOLU LİSESİ (HATAY - PAYAS),1,[27.311],[27311.0]
27311.0,ÖZEL OSMANİYE BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (OSMANİYE - MERKEZ),1,[27.311],[27311.0]
27312.25,ÖZEL NAZMİ ARIKAN FEN BİLİMLERİ CANİK FEN LİSESİ (ORDU - ÜNYE),4,"[9.589, 21.427, 39.027, 39.206]","[9589.0, 21427.0, 39027.0, 39206.0]"
27313.4,ÖZEL YENİ ADANA ORTADOĞU ANADOLU LİSESİ (ADANA - ÇUKUROVA),5,"[23.323, 23.818, 26.044, 29.182, 34.2]","[23323.0, 23818.0, 26044.0, 29182.0, 34200.0]"
27316.0,ŞEHİT ALİ ER ANADOLU LİSESİ (AKSARAY - MERKEZ),4,"[10.901, 27.427, 31.544, 39.392]","[10901.0, 27427.0, 31544.0, 39392.0]"
27317.0,BORSA İSTANBUL ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),7,"[10.612, 16.846, 20.156, 33.565, 33.854, 36.794, 39.392]","[10612.0, 16846.0, 20156.0, 33565.0, 33854.0, 36794.0, 39392.0]"
27328.5,ÖZEL AMASYA AÇI ANADOLU LİSESİ (AMASYA - MERKEZ),4,"[16.761, 27.516, 28.1, 36.937]","[16761.0, 27516.0, 28100.0, 36937.0]"
27334.0,ÖZEL POZİTİF BİLGİ KOLEJİ ANADOLU LİSESİ (MERSİN - YENİŞEHİR),2,"[21.103, 33.565]","[21103.0, 33565.0]"
27337.0,ÖZEL ADANA EKİM KOLEJİ FEN LİSESİ (ADANA - ÇUKUROVA),1,[27.337],[27337.0]
27344.333333333332,İSKELE KIZ ANADOLU İMAM HATİP LİSESİ (VAN - İPEKYOLU),3,"[19.077, 23.448, 39.508]","[19077.0, 23448.0, 39508.0]"
27392.2,ÖZEL LÜLEBURGAZ AKIM ANADOLU LİSESİ (KIRKLARELİ - LÜLEBURGAZ),5,"[9.589, 27.956, 28.236, 34.531, 36.649]","[9589.0, 27956.0, 28236.0, 34531.0, 36649.0]"
27396.25,YÜKSEL ACUN ANADOLU LİSESİ (HATAY - SAMANDAĞ),4,"[14.61, 29.333, 31.66, 33.982]","[14610.0, 29333.0, 31660.0, 33982.0]"
27408.0,MUŞ BORSA İSTANBUL ANADOLU LİSESİ (MUŞ - MERKEZ),2,"[24.094, 30.722]","[24094.0, 30722.0]"
27408.8,ÖZEL MAVİ ŞEHİR SINAV ANADOLU LİSESİ (İZMİR - KARŞIYAKA),5,"[16.761, 23.36, 27.75, 34.285, 34.888]","[16761.0, 23360.0, 27750.0, 34285.0, 34888.0]"
27413.0,ÖZEL BAŞARI YORUM ANADOLU LİSESİ (SİVAS - MERKEZ),1,[27.413],[27413.0]
27413.0,MARDİN BORSA İSTANBUL SOSYAL BİLİMLER LİSESİ (MARDİN - ARTUKLU),1,[27.413],[27413.0]
27413.0,SIDIKA RODOP ANADOLU LİSESİ (İZMİR - BORNOVA),1,[27.413],[27413.0]
27413.0,ÖZEL ŞİRİNYER SINAV ANADOLU LİSESİ (İZMİR - BUCA),1,[27.413],[27413.0]
27413.0,ÖZEL BUCA RADİKAL ANADOLU LİSESİ (İZMİR - BUCA),1,[27.413],[27413.0]
27427.0,ÖZEL HACI NACİYE ATEŞ ANADOLU LİSESİ (MALATYA - DARENDE),1,[27.427],[27427.0]
27427.0,ŞEHİT İDRİS BOLAT ANADOLU LİSESİ (AMASYA - TAŞOVA),1,[27.427],[27427.0]
27427.0,ÖZEL AKKOL ANADOLU LİSESİ (NİĞDE - MERKEZ),1,[27.427],[27427.0]
27427.0,YEŞİLKENT ANADOLU LİSESİ (SAMSUN - İLKADIM),1,[27.427],[27427.0]
27427.0,LÜLEBURGAZ LİSESİ (KIRKLARELİ - LÜLEBURGAZ),1,[27.427],[27427.0]
27427.0,OSMANGAZİ ANADOLU LİSESİ (AFYONKARAHİSAR - MERKEZ),1,[27.427],[27427.0]
27427.0,ÖZEL AĞRI BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (AĞRI - MERKEZ),1,[27.427],[27427.0]
27429.0,ÖZEL KEÇİÖREN BİLCE ANADOLU LİSESİ (ANKARA - KEÇİÖREN),3,"[20.538, 27.586, 34.163]","[20538.0, 27586.0, 34163.0]"
27441.0,VEDAT TOPÇUOĞLU ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),8,"[11.277, 16.846, 20.33, 26.897, 34.2, 34.778, 36.077, 39.123]","[11277.0, 16846.0, 20330.0, 26897.0, 34200.0, 34778.0, 36077.0, 39123.0]"
27448.333333333332,YUSUF SAMİ KIZ ANADOLU İMAM HATİP LİSESİ (ŞANLIURFA - SİVEREK),3,"[19.077, 26.474, 36.794]","[19077.0, 26474.0, 36794.0]"
27448.333333333332,ABDÜLHAMİD HAN ANADOLU LİSESİ (BATMAN - MERKEZ),3,"[19.077, 26.474, 36.794]","[19077.0, 26474.0, 36794.0]"
27457.5,ÖZEL DİDİM SINAV FEN LİSESİ (AYDIN - DİDİM),2,"[22.581, 32.334]","[22581.0, 32334.000000000004]"
27459.75,ÖZEL GÜNEŞ KIZ FEN LİSESİ (ERZURUM - YAKUTİYE),4,"[18.719, 23.583, 28.414, 39.123]","[18719.0, 23583.0, 28414.0, 39123.0]"
27471.5,ÖZEL TOKAT BAHÇEŞEHİR FEN LİSESİ (TOKAT - MERKEZ),2,"[27.427, 27.516]","[27427.0, 27516.0]"
27482.0,MURATPAŞA TÜRK TELEKOM ANADOLU LİSESİ (ANTALYA - MURATPAŞA),7,"[15.66, 17.383, 22.581, 27.586, 34.285, 36.271, 38.608]","[15660.0, 17383.0, 22581.0, 27586.0, 34285.0, 36271.0, 38608.0]"
27486.5,HACI SÜLEYMAN ÇAKIR KIZ ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),8,"[13.25, 22.161, 27.516, 30.038, 30.469, 30.722, 32.79, 32.946]","[13250.0, 22161.0, 27516.0, 30038.0, 30469.0, 30722.0, 32790.0, 32946.0]"
27492.2,ÖZEL OĞUZHAN ÖZKAYA FEN LİSESİ (İZMİR - GÜZELBAHÇE),5,"[17.828, 20.33, 27.413, 34.888, 37.002]","[17828.0, 20330.0, 27413.0, 34888.0, 37002.0]"
27505.666666666668,ÖZEL MARDİN FİNAL FEN LİSESİ (MARDİN - ARTUKLU),3,"[21.156, 22.314, 39.047]","[21156.0, 22314.0, 39047.0]"
27516.0,ÖZEL ANTALYA DORUK ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,[27.516],[27516.0]
27516.0,ÖZEL DARÜŞŞİFA EYMİR FEN LİSESİ (ANKARA - GÖLBAŞI),1,[27.516],[27516.0]
27516.0,ÖZEL KIRIKKALE ŞEMA ANADOLU LİSESİ (KIRIKKALE - MERKEZ),1,[27.516],[27516.0]
27516.0,ÖZEL TURHAL BİLİM VE İNOVASYON FEN LİSESİ (TOKAT - TURHAL),1,[27.516],[27516.0]
27516.0,ERBAA MERKEZ ANADOLU LİSESİ (TOKAT - ERBAA),1,[27.516],[27516.0]
27516.0,ÖZEL PINAR ANADOLU LİSESİ (ÇORUM - MERKEZ),1,[27.516],[27516.0]
27516.0,ÖZEL OGUZHAN ÖZKAYA ANADOLU LİSESİ (İZMİR - KARABAĞLAR),1,[27.516],[27516.0]
27556.0,ÖZEL KAPLAN ÜÇEVLER ANADOLU LİSESİ (BURSA - NİLÜFER),2,"[17.273, 37.839]","[17273.0, 37839.0]"
27560.333333333332,AHMET MELİH DOĞAN ANADOLU LİSESİ (ISPARTA - MERKEZ),3,"[20.962, 22.161, 39.558]","[20962.0, 22161.0, 39558.0]"
27563.5,ŞEHİT ÖZKAN ÖZENDİ ANADOLU İMAM HATİP LİSESİ (DİYARBAKIR - SİLVAN),2,"[18.333, 36.794]","[18333.0, 36794.0]"
27565.555555555555,ERGÜN ÖNER - MEHMET ÖNER ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),9,"[5.145, 13.176, 22.314, 30.774, 32.688, 33.854, 34.531, 37.31, 38.298]","[5145.0, 13176.0, 22314.0, 30774.0, 32688.000000000004, 33854.0, 34531.0, 37310.0, 38298.0]"
27579.333333333332,TEVFİK İLERİ ANADOLU LİSESİ (ERZURUM - YAKUTİYE),3,"[18.719, 24.461, 39.558]","[18719.0, 24461.0, 39558.0]"
27586.0,ÖZEL YİRMİ DOKUZ MAYIS FERDA ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,[27.586],[27586.0]
27586.0,ÖZEL AKHİSAR ÇATI KOLEJİ FEN LİSESİ (MANİSA - AKHİSAR),1,[27.586],[27586.0]
27586.0,BOZDOĞAN ANADOLU LİSESİ (AYDIN - BOZDOĞAN),1,[27.586],[27586.0]
27586.0,KEÇİÖREN BORSA İSTANBUL MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,[27.586],[27586.0]
27586.0,BAHÇELİEVLER AYDIN DOĞAN MESLEKİ VE TEKNİK ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),1,[27.586],[27586.0]
27594.333333333332,PROF.DR. ORHAN OĞUZ ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),3,"[23.272, 27.177, 32.334]","[23272.0, 27177.0, 32334.000000000004]"
27595.0,ÖZEL MERSİN TOROSLAR DOĞA ANADOLU LİSESİ (MERSİN - TOROSLAR),1,[27.595],[27595.0]
27595.0,ÖZEL AÇI ANADOLU LİSESİ (MUĞLA - ORTACA),1,[27.595],[27595.0]
27595.0,GÜRSU BORSA İSTANBUL ANADOLU LİSESİ (BURSA - GÜRSU),1,[27.595],[27595.0]
27595.0,ÜMRANİYE MERKEZ ANADOLU LİSESİ (İSTANBUL - ÜMRANİYE),1,[27.595],[27595.0]
27595.0,KOCAELİ ALİ FUAT BAŞGİL SOSYAL BİLİMLER LİSESİ (KOCAELİ - KARTEPE),1,[27.595],[27595.0]
27622.75,ŞEHİT NURULLAH SABIRER FEN LİSESİ (AKSARAY - ORTAKÖY),8,"[4.377, 17.383, 27.034, 32.565, 33.097, 34.888, 35.36, 36.278]","[4377.0, 17383.0, 27034.0, 32564.999999999996, 33097.0, 34888.0, 35360.0, 36278.0]"
27645.166666666668,ŞEHİT MEHMET DEMİR KIZ ANADOLU İMAM HATİP LİSESİ (GAZİANTEP - ŞEHİTKAMİL),6,"[18.907, 23.284, 27.311, 29.19, 31.102, 36.077]","[18907.0, 23284.0, 27311.0, 29190.0, 31102.0, 36077.0]"
27661.285714285714,NİHAL-TURGUT ANLAR ANADOLU LİSESİ (HATAY - ANTAKYA),7,"[14.988, 22.575, 23.284, 26.429, 31.66, 35.666, 39.027]","[14988.0, 22575.0, 23284.0, 26429.0, 31660.0, 35666.0, 39027.0]"
27670.666666666668,ALİ EMİRİ ANADOLU LİSESİ (DİYARBAKIR - KAYAPINAR),6,"[13.324, 19.077, 23.284, 34.037, 36.794, 39.508]","[13324.0, 19077.0, 23284.0, 34037.0, 36794.0, 39508.0]"
27671.0,ŞEHİT ZEYNEP SAĞIR ANADOLU LİSESİ (ADANA - CEYHAN),9,"[10.612, 14.61, 22.161, 26.044, 28.704, 29.719, 38.608, 39.123, 39.458]","[10612.0, 14610.0, 22161.0, 26044.0, 28704.0, 29719.0, 38608.0, 39123.0, 39458.0]"
27681.0,ULUSLARARASI TOKAT ANADOLU İMAM HATİP LİSESİ (TOKAT - MERKEZ),3,"[26.345, 27.516, 29.182]","[26345.0, 27516.0, 29182.0]"
27681.0,ŞAİR ABAY KONANBAY ANADOLU LİSESİ (İSTANBUL - SULTANGAZİ),2,"[26.18, 29.182]","[26180.0, 29182.0]"
27681.166666666668,ÜSKÜDAR AHMET KELEŞOĞLU ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),18,"[13.564, 18.127, 18.333, 20.419, 22.581, 23.431, 27.165, 27.815, 27.829, 29.049, 31.493, 31.788, 32.348, 32.688, 32.995, 34.692, 35.701, 38.243]","[13564.0, 18127.0, 18333.0, 20419.0, 22581.0, 23431.0, 27165.0, 27815.0, 27829.0, 29049.0, 31493.0, 31788.0, 32348.0, 32688.000000000004, 32995.0, 34692.0, 35701.0, 38243.0]"
27699.238095238095,ÖZEL MATFEN EMRE KARATAŞ ANADOLU LİSESİ (ANKARA - ÇANKAYA),21,"[13.25, 16.052, 16.394, 19.32, 21.103, 21.168, 23.389, 23.451, 23.646, 25.811, 28.565, 30.913, 31.544, 33.982, 34.037, 34.116, 34.163, 36.073, 37.31, 37.839, 39.558]","[13250.0, 16052.0, 16394.0, 19320.0, 21103.0, 21168.0, 23389.0, 23451.0, 23646.0, 25811.0, 28565.0, 30913.0, 31544.0, 33982.0, 34037.0, 34116.0, 34163.0, 36073.0, 37310.0, 37839.0, 39558.0]"
27701.333333333332,HALİL İNALCIK ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),3,"[18.6, 27.956, 36.548]","[18600.0, 27956.0, 36548.0]"
27722.0,ÇUBUK ANADOLU LİSESİ (ANKARA - ÇUBUK),2,"[20.156, 35.288]","[20156.0, 35288.0]"
27725.6,KONYA LİSESİ(ANADOLU) (KONYA - MERAM),5,"[13.25, 18.662, 34.2, 35.968, 36.548]","[13250.0, 18662.0, 34200.0, 35968.0, 36548.0]"
27726.666666666668,İDİL ANADOLU LİSESİ (ŞIRNAK - İDİL),3,"[18.662, 27.516, 37.002]","[18662.0, 27516.0, 37002.0]"
27729.166666666668,İSMET ALKAN ANADOLU LİSESİ (HAKKARİ - YÜKSEKOVA),6,"[7.32, 25.654, 27.909, 29.19, 36.794, 39.508]","[7320.0, 25654.0, 27909.0, 29190.0, 36794.0, 39508.0]"
27732.0,ANTALYA LİSESİ (ANTALYA - MURATPAŞA),2,"[21.427, 34.037]","[21427.0, 34037.0]"
27750.0,ÖZEL ERASLAN ANADOLU LİSESİ (İZMİR - KARŞIYAKA),1,[27.75],[27750.0]
27751.666666666668,ŞEHİT ÖMER HARUN DEMİR KIZ ANADOLU İMAM HATİP LİSESİ (GAZİANTEP - ŞEHİTKAMİL),3,"[26.382, 27.427, 29.446]","[26382.0, 27427.0, 29446.0]"
27779.545454545456,KADRİYE ÇALIK ANADOLU LİSESİ (KAHRAMANMARAŞ - DULKADİROĞLU),11,"[14.136, 16.846, 21.168, 25.361, 27.311, 27.516, 30.424, 32.565, 34.285, 36.571, 39.392]","[14136.0, 16846.0, 21168.0, 25361.0, 27311.0, 27516.0, 30424.0, 32564.999999999996, 34285.0, 36571.0, 39392.0]"
27781.846153846152,ŞÜKRÜ GELİŞ FEN LİSESİ (ŞIRNAK - MERKEZ),13,"[10.612, 12.683, 20.419, 23.448, 24.094, 27.165, 28.414, 33.565, 33.854, 34.531, 36.077, 36.794, 39.508]","[10612.0, 12683.0, 20419.0, 23448.0, 24094.0, 27165.0, 28414.0, 33565.0, 33854.0, 34531.0, 36077.0, 36794.0, 39508.0]"
27809.0,NECİP FAZIL KISAKÜREK ANADOLU LİSESİ (ELAZIĞ - MERKEZ),2,"[23.284, 32.334]","[23284.0, 32334.000000000004]"
27813.0,ÖZEL KAYSERİ UĞUR ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),2,"[26.18, 29.446]","[26180.0, 29446.0]"
27815.0,ÖZEL BEYKENT OKYANUS ANADOLU LİSESİ (İSTANBUL - BEYLİKDÜZÜ),1,[27.815],[27815.0]
27815.0,ÖZEL DOĞRU NETİCE ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),1,[27.815],[27815.0]
27815.0,ÖZEL FEN BİLİMLERİ ANADOLU LİSESİ (İSTANBUL - KARTAL),1,[27.815],[27815.0]
27815.0,ÖZEL ŞANLIURFA SINAV ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),1,[27.815],[27815.0]
27829.0,ALAPLI FEN LİSESİ (ZONGULDAK - ALAPLI),1,[27.829],[27829.0]
27829.0,KAZIM İŞMEN ANADOLU LİSESİ (İSTANBUL - KADIKÖY),1,[27.829],[27829.0]
27829.0,ÜSKÜDAR MİHRİMAH SULTAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),1,[27.829],[27829.0]
27829.0,ŞEHİT MAHMUT EŞİT ANADOLU İMAM HATİP LİSESİ (MARDİN - DERİK),1,[27.829],[27829.0]
27829.0,BOZKIR ANADOLU LİSESİ (KONYA - BOZKIR),1,[27.829],[27829.0]
27831.5,ÖZEL ALANYA OBA BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (ANTALYA - ALANYA),2,"[17.824, 37.839]","[17824.0, 37839.0]"
27833.666666666668,ÖZEL ESENKENT OKYANUS FEN LİSESİ (İSTANBUL - ESENYURT),3,"[22.037, 24.768, 36.696]","[22037.0, 24768.0, 36696.0]"
27846.25,ÖZEL ELAZIĞ YÖNTEMİM ANADOLU LİSESİ (ELAZIĞ - MERKEZ),4,"[23.646, 26.897, 29.182, 31.66]","[23646.0, 26897.0, 29182.0, 31660.0]"
27847.5,TAVAS ZEYBEKLER ANADOLU LİSESİ (DENİZLİ - TAVAS),2,"[27.595, 28.1]","[27595.0, 28100.0]"
27877.5,ÖZEL YENİ ROTA FEN LİSESİ (ESKİŞEHİR - ODUNPAZARI),2,"[27.413, 28.342]","[27413.0, 28342.0]"
27883.0,ŞEHİT EMİN GÜNER ANADOLU İMAM HATİP LİSESİ (IĞDIR - MERKEZ),2,"[27.352, 28.414]","[27352.0, 28414.0]"
27909.0,ÖZEL KURAL FEN LİSESİ (HAKKARİ - MERKEZ),1,[27.909],[27909.0]
27909.0,NECİP ALİ NİZAMETTİNOĞLU ANADOLU LİSESİ (MARDİN - NUSAYBİN),1,[27.909],[27909.0]
27909.0,MEHMET EMİN DEMİR ANADOLU LİSESİ (MARDİN - YEŞİLLİ),1,[27.909],[27909.0]
27909.0,ÖZEL NUSAYBİN FİNAL AKADEMİ ANADOLU LİSESİ (MARDİN - NUSAYBİN),1,[27.909],[27909.0]
27925.666666666668,ERZURUM LİSESİ (ERZURUM - YAKUTİYE),6,"[18.719, 23.272, 24.461, 28.414, 33.565, 39.123]","[18719.0, 23272.0, 24461.0, 28414.0, 33565.0, 39123.0]"
27931.75,ÖZEL MODERN ORTADOĞU ANADOLU LİSESİ (ANKARA - ÇANKAYA),4,"[13.45, 25.811, 34.627, 37.839]","[13450.0, 25811.0, 34627.0, 37839.0]"
27935.5,ÖZEL SERVET ÖĞRETMENİM FEN LİSESİ (DİYARBAKIR - BAĞLAR),2,"[19.077, 36.794]","[19077.0, 36794.0]"
27935.5,YENİ DİYARBAKIR ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),2,"[19.077, 36.794]","[19077.0, 36794.0]"
27953.166666666668,MESUT ÖZATA ANADOLU LİSESİ (VAN - İPEKYOLU),6,"[13.176, 23.448, 27.352, 29.704, 34.531, 39.508]","[13176.0, 23448.0, 27352.0, 29704.0, 34531.0, 39508.0]"
27956.0,RASİM ÖZDENÖREN ANADOLU LİSESİ (İSTANBUL - PENDİK),1,[27.956],[27956.0]
27956.0,GAZİANTEP KOLEJİ VAKFI ÖZEL ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,[27.956],[27956.0]
27956.0,ÖZEL İZNİK UĞUR ANADOLU LİSESİ (BURSA - İZNİK),1,[27.956],[27956.0]
27956.0,TÜRKLER BORSA İSTANBUL SOSYAL BİLİMLER LİSESİ (ANTALYA - ALANYA),1,[27.956],[27956.0]
27956.0,TRAKYA ANADOLU İMAM HATİP LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),1,[27.956],[27956.0]
27957.5,NAZİLLİ MENDERES ANADOLU LİSESİ (AYDIN - NAZİLLİ),2,"[20.419, 35.496]","[20419.0, 35496.0]"
27963.0,ÖZEL ENDERUN FEN LİSESİ (KONYA - KARATAY),4,"[22.161, 25.361, 25.78, 38.55]","[22161.0, 25361.0, 25780.0, 38550.0]"
27972.5,ÖZEL MUŞ FİNAL AKADEMİ ANADOLU LİSESİ (MUŞ - MERKEZ),4,"[19.077, 27.352, 29.19, 36.271]","[19077.0, 27352.0, 29190.0, 36271.0]"
27972.75,ÖZEL DERİK ÇÖZÜM ANADOLU LİSESİ (MARDİN - DERİK),4,"[8.58, 27.909, 36.794, 38.608]","[8580.0, 27909.0, 36794.0, 38608.0]"
27976.0,ÖZEL BURSA VENÜS KAMPÜS FEN LİSESİ (BURSA - MUDANYA),2,"[16.394, 39.558]","[16394.0, 39558.0]"
27995.8,ŞEHİT ÖMER HALİSDEMİR ANADOLU İMAM HATİP LİSESİ (KAYSERİ - KOCASİNAN),5,"[14.136, 21.427, 28.236, 36.788, 39.392]","[14136.0, 21427.0, 28236.0, 36788.0, 39392.0]"
28007.5,ÖZEL ADANA FAVORİ FEN BİLİMLERİ FEN LİSESİ (ADANA - ÇUKUROVA),2,"[27.311, 28.704]","[27311.0, 28704.0]"
28008.0,15 TEMMUZ ŞEHİT MUHAMMED YALÇIN KIZ ANADOLU İMAM HATİP LİSESİ (KARAMAN - MERKEZ),2,"[23.451, 32.565]","[23451.0, 32564.999999999996]"
28015.4,ÖZEL İRFAN FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - ÜMRANİYE),5,"[23.451, 23.884, 26.792, 29.883, 36.067]","[23451.0, 23884.0, 26792.0, 29883.0, 36067.0]"
28069.333333333332,ÖZEL ZEHRA ANADOLU LİSESİ (ANKARA - YENİMAHALLE),3,"[13.485, 34.285, 36.438]","[13485.0, 34285.0, 36438.0]"
28072.375,AFŞİN FEN LİSESİ (KAHRAMANMARAŞ - AFŞİN),8,"[14.61, 21.168, 27.034, 29.827, 30.038, 30.469, 35.36, 36.073]","[14610.0, 21168.0, 27034.0, 29827.0, 30038.0, 30469.0, 35360.0, 36073.0]"
28100.0,FATMA-ÖMER LÜTFİ ARITAN ANADOLU LİSESİ (KAYSERİ - İNCESU),1,[28.1],[28100.0]
28100.0,SEBEN ÇOK PROGRAMLI ANADOLU LİSESİ (BOLU - SEBEN),1,[28.1],[28100.0]
28100.0,ÖZEL BUCA SINAV KOLEJİ FEN LİSESİ (İZMİR - BUCA),1,[28.1],[28100.0]
28100.0,ÖZEL TARSUS ERDENİZ ANADOLU LİSESİ (MERSİN - TARSUS),1,[28.1],[28100.0]
28100.0,AYŞE ILICAK KIZ ANADOLU İMAM HATİP LİSESİ (YOZGAT - MERKEZ),1,[28.1],[28100.0]
28107.0,GÜRLEK-NAKİPOĞLU ANADOLU LİSESİ (İSTANBUL - BAKIRKÖY),2,"[27.165, 29.049]","[27165.0, 29049.0]"
28128.5,ÖZEL OVACIK SINAV KOLEJİ FEN LİSESİ (ANKARA - KEÇİÖREN),2,"[19.32, 36.937]","[19320.0, 36937.0]"
28137.333333333332,ÖZEL ATAEL FEN LİSESİ (ANKARA - YENİMAHALLE),3,"[15.66, 30.913, 37.839]","[15660.0, 30913.0, 37839.0]"
28138.5,ŞAHİNLER ANADOLU LİSESİ (BURSA - NİLÜFER),2,"[22.161, 34.116]","[22161.0, 34116.0]"
28150.6,TÜRK TELEKOM ANADOLU İMAM HATİP LİSESİ (AMASYA - MERKEZ),5,"[23.389, 23.517, 26.382, 28.342, 39.123]","[23389.0, 23517.0, 26382.0, 28342.0, 39123.0]"
28166.0,ÖZEL KENT MEKTEBİ ANADOLU LİSESİ (İSTANBUL - BAŞAKŞEHİR),2,"[27.956, 28.376]","[27956.0, 28376.0]"
28167.75,CELAL TORAMAN ANADOLU LİSESİ (BALIKESİR - BURHANİYE),4,"[20.419, 26.897, 27.516, 37.839]","[20419.0, 26897.0, 27516.0, 37839.0]"
