High School,Total,New Graduates,Previous Graduates,Success Rank
KARATAY KONYA ANADOLU İMAM HATİP LİSESİ (KONYA - KARATAY),1,0,1,35.968
KARTAL ANADOLU İMAM HATİP LİSESİ (İSTANBUL - KARTAL),1,1,0,35.968
KİLİS ANADOLU LİSESİ (KİLİS - MERKEZ),1,1,0,35.968
KONEVİ ANADOLU LİSESİ (KONYA - SELÇUKLU),1,1,0,35.968
KONYA LİSESİ(ANADOLU) (KONYA - MERAM),1,0,1,35.968
KONYA- MERAM FEN LİSESİ (KONYA - MERAM),4,2,2,35.968
MACİDE-RAMİZ TAŞKINLAR FEN LİSESİ (MANİSA - AKHİSAR),1,0,1,35.968
MAHMUT SAMİ RAMAZANOĞLU ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),5,4,1,35.968
AFYONKARAHİSAR KIZ ANADOLU İMAM HATİP LİSESİ (AFYONKARAHİSAR - MERKEZ),1,0,1,35.968
MEHMET ÖZÖNCEL ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,0,1,35.968
MELİHA HASANALİ BOSTAN ÇUBUK FEN LİSESİ (ANKARA - ÇUBUK),1,1,0,35.968
MERAM ANADOLU LİSESİ (KONYA - MERAM),5,2,3,35.968
MERAM MEHMET AKİF İNAN ANADOLU LİSESİ (KONYA - MERAM),1,0,1,35.968
MURADİYE ALPASLAN FEN LİSESİ (VAN - MURADİYE),1,0,1,35.968
MUSTAFA HAKAN GÜVENÇER FEN LİSESİ (ANKARA - KAHRAMANKAZAN),1,1,0,35.968
NEVŞEHİR ANADOLU LİSESİ (NEVŞEHİR - MERKEZ),1,1,0,35.968
NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,35.968
OSMAN NURİ HEKİMOĞLU ANADOLU LİSESİ (KONYA - SELÇUKLU),1,1,0,35.968
ÖZEL AKDENİZ KOLEJİ (ADANA - SEYHAN),1,1,0,35.968
ANAMUR ANADOLU LİSESİ (MERSİN - ANAMUR),1,0,1,35.968
ÖZEL BEYŞEHİR DOĞA FEN LİSESİ (KONYA - BEYŞEHİR),1,1,0,35.968
ÖZEL BURSA ARENA ANADOLU LİSESİ (BURSA - NİLÜFER),1,1,0,35.968
ÖZEL ÇORUM ADA ANADOLU LİSESİ (ÇORUM - MERKEZ),1,0,1,35.968
ÖZEL DİLTAŞ ANADOLU LİSESİ (KONYA - MERAM),2,1,1,35.968
ÖZEL ELBİSTAN BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (KAHRAMANMARAŞ - ELBİSTAN),1,1,0,35.968
ÖZEL ENDERUN ANADOLU LİSESİ (KONYA - KARATAY),1,0,1,35.968
ÖZEL ENVAR FEN LİSESİ (KONYA - SELÇUKLU),1,0,1,35.968
ÖZEL KARAMAN BAŞARI FEN LİSESİ (KARAMAN - MERKEZ),1,1,0,35.968
ÖZEL KONYA SİSTEM FEN LİSESİ (KONYA - SELÇUKLU),1,0,1,35.968
ÖZEL KONYA ŞEHİR ANADOLU LİSESİ (KONYA - SELÇUKLU),1,0,1,35.968
ATATÜRK ANADOLU LİSESİ (KONYA - SELÇUKLU),1,0,1,35.968
ÖZEL MEZAİM KİRAZ FEN LİSESİ (ANKARA - POLATLI),1,0,1,35.968
ÖZEL MİMAR SİNAN ANADOLU LİSESİ (KONYA - KARAPINAR),1,0,1,35.968
ÖZEL NİĞDE FİNAL AKADEMİ ANADOLU LİSESİ (NİĞDE - MERKEZ),1,1,0,35.968
ÖZEL PROFESYONEL EĞİTİM AKADEMİSİ (PEMA) FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,35.968
ÖZEL SELÇUKLU YÖNTEM FEN LİSESİ (KONYA - SELÇUKLU),3,0,3,35.968
ÖZEL SEYDİŞEHİR GENÇ KAMPÜS FEN LİSESİ (KONYA - SEYDİŞEHİR),1,1,0,35.968
ÖZEL ŞANLIURFA SARAÇ İLGİ OKULLARI ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),1,1,0,35.968
ÖZEL TEMEL DEĞERLER FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,35.968
ÖZEL VAN NAZMİ ARIKAN FEN BİLİMLERİ FEN LİSESİ (VAN - İPEKYOLU),1,0,1,35.968
ÖZEL YENİ YOL FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,35.968
AZİZ ATİK FEN LİSESİ (SAMSUN - İLKADIM),1,0,1,35.968
PİRİ REİS ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,35.968
POLATLI TOBB FEN LİSESİ (ANKARA - POLATLI),2,1,1,35.968
PROF.DR.ÖMER DİNÇER KIZ ANADOLU İMAM HATİP LİSESİ (KONYA - KARATAY),1,1,0,35.968
SARAYBOSNA ANADOLU LİSESİ (KONYA - SELÇUKLU),1,1,0,35.968
SELÇUKLU ANADOLU LİSESİ (KONYA - SELÇUKLU),2,1,1,35.968
SELÇUKLU FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,35.968
SİLİFKE GÖKSU ANADOLU LİSESİ (MERSİN - SİLİFKE),1,0,1,35.968
SÜLEYMAN DEMİREL ANADOLU LİSESİ (HATAY - DÖRTYOL),1,1,0,35.968
ŞEHİT DEMET SEZEN KIZ ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),1,0,1,35.968
ŞEHİT KEMAL TOSUN ANADOLU İMAM HATİP LİSESİ (NİĞDE - MERKEZ),1,1,0,35.968
BORNOVA ANADOLU LİSESİ (İZMİR - BORNOVA),1,1,0,35.968
ŞEHİT MEHMET ŞENGÜL FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,35.968
ŞEHİT MUHSİN KİREMİTÇİ FEN LİSESİ (KONYA - SEYDİŞEHİR),1,1,0,35.968
ŞEHİT ÖMER HALİSDEMİR ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),1,0,1,35.968
ŞEHİT ÖMER TAKDEMİR ANADOLU İMAM HATİP LİSESİ (ANKARA - ÇUBUK),1,1,0,35.968
TAHİR BÜYÜKKÖRÜKÇÜ ANADOLU İMAM HATİP LİSESİ (KONYA - MERAM),1,1,0,35.968
TED KONYA KOLEJİ ÖZEL LİSESİ (KONYA - SELÇUKLU),1,1,0,35.968
TOBB BİNALİ YILDIRIM KIZ ANADOLU İMAM HATİP LİSESİ (ERZİNCAN - MERKEZ),1,0,1,35.968
TOFAŞ FEN LİSESİ (BURSA - NİLÜFER),2,0,2,35.968
TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (KARAMAN - MERKEZ),1,0,1,35.968
TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ İZZETTİN DÜNDAR ANADOLU LİSESİ (MARDİN - KIZILTEPE),1,0,1,35.968
ÇEAS ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,35.968
ULUSLARARASI MEVLANA ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),1,1,0,35.968
UŞAK FEN LİSESİ (UŞAK - MERKEZ),1,1,0,35.968
YAŞAR RUKİYE KISACIK ANADOLU İMAM HATİP LİSESİ (ADANA - ÇUKUROVA),1,1,0,35.968
YAVUZ SULTAN SELİM ANADOLU LİSESİ (NİĞDE - MERKEZ),1,0,1,35.968
YENİŞEHİR ANADOLU İMAM HATİP LİSESİ (MERSİN - YENİŞEHİR),2,1,1,35.968
DEVELİ BORSA İSTANBUL FEN LİSESİ (KAYSERİ - DEVELİ),1,0,1,35.968
Toplam,13,6,7,36.002
NİŞANTAŞI NURİ AKIN ANADOLU LİSESİ (İSTANBUL - ŞİŞLİ),1,0,1,36.002
ÖZEL FATİH SINAV ANADOLU LİSESİ (İSTANBUL - FATİH),1,1,0,36.002
ÖZEL İSTANBUL MODERN İLİMLER ANADOLU LİSESİ (MUĞLA - MİLAS),1,1,0,36.002
SAMİHA AYVERDİ ANADOLU LİSESİ (İSTANBUL - ZEYTİNBURNU),1,0,1,36.002
SUAT TERİMER ANADOLU LİSESİ (İSTANBUL - BAYRAMPAŞA),1,1,0,36.002
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,0,1,36.002
ÇATALCA ANADOLU LİSESİ (İSTANBUL - ÇATALCA),1,0,1,36.002
FATMA ALİYE FEN LİSESİ (BATMAN - MERKEZ),1,1,0,36.002
GAZİ ANADOLU LİSESİ (İSTANBUL - KÜÇÜKÇEKMECE),1,1,0,36.002
İSTANBUL ANADOLU LİSESİ (İSTANBUL - KADIKÖY),1,1,0,36.002
KASTAMONU FEN LİSESİ (KASTAMONU - MERKEZ),1,0,1,36.002
MALATYA ANADOLU LİSESİ (MALATYA - BATTALGAZİ),1,0,1,36.002
MENTEŞE TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (MUĞLA - MENTEŞE),1,0,1,36.002
Toplam,14,8,6,36.067
ÖZEL EĞİTİMDE RASYONEL AÇILIM (ERA) KOLEJİ PENDİK ANADOLU LİSESİ (İSTANBUL - PENDİK),1,1,0,36.067
ÖZEL İRFAN FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - ÜMRANİYE),1,0,1,36.067
SIRRI YIRCALI ANADOLU LİSESİ (BALIKESİR - KARESİ),1,1,0,36.067
VEFA LİSESİ (İSTANBUL - FATİH),1,1,0,36.067
YALOVA-TERMAL FEN LİSESİ (YALOVA - MERKEZ),1,0,1,36.067
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),2,0,2,36.067
AHMET ERDEM ANADOLU LİSESİ (BURSA - NİLÜFER),1,1,0,36.067
ANKARA ÜNİVERSİTESİ GELİŞTİRME VAKFI OKULLARI ÖZEL ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,1,0,36.067
DARICA FEN LİSESİ (KOCAELİ - DARICA),1,1,0,36.067
GÜNGÖREN ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),1,0,1,36.067
KIRIMLI FAZİLET OLCAY ANADOLU LİSESİ (İSTANBUL - PENDİK),1,1,0,36.067
MURADİYE ALPASLAN FEN LİSESİ (VAN - MURADİYE),1,0,1,36.067
ÖZEL AYDIN FİNAL AKADEMİ FEN LİSESİ (AYDIN - EFELER),1,1,0,36.067
Toplam,61,29,32,36.073
EYÜP AYGAR FEN LİSESİ (MERSİN - YENİŞEHİR),1,0,1,36.073
FATMA-EMİN KUTVAR ANADOLU LİSESİ (BALIKESİR - KARESİ),1,1,0,36.073
HASAN AYBABA ANADOLU LİSESİ (OSMANİYE - MERKEZ),1,1,0,36.073
ISPARTA SÜLEYMAN DEMİREL FEN LİSESİ (ISPARTA - MERKEZ),1,1,0,36.073
İSMAİL SAFA ÖZLER ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,36.073
İZMİR FEN LİSESİ (İZMİR - BORNOVA),1,0,1,36.073
KAHTA BORSA İSTANBUL FEN LİSESİ (ADIYAMAN - KAHTA),1,0,1,36.073
KEÇİÖREN VATANSEVER ŞEHİT TÜMGENERAL AYDOĞAN AYDIN FEN LİSESİ (ANKARA - KEÇİÖREN),4,4,0,36.073
MUSTAFA AZMİ DOĞAN ANADOLU LİSESİ (ANKARA - YENİMAHALLE),1,1,0,36.073
OSMAN GAZİ FEN LİSESİ (KIRIKKALE - MERKEZ),1,0,1,36.073
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),5,0,5,36.073
ÖZEL ADANA FEN LİSESİ (ADANA - SEYHAN),1,1,0,36.073
ÖZEL ANKARA AÇI KOLEJİ FEN LİSESİ (ANKARA - YENİMAHALLE),1,0,1,36.073
ÖZEL ANKARA NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,0,1,36.073
ÖZEL ANTALYA DOĞA FEN LİSESİ (ANTALYA - MURATPAŞA),1,0,1,36.073
ÖZEL ATAKENT AÇI ANADOLU LİSESİ (SAMSUN - ATAKUM),1,0,1,36.073
ÖZEL BİLİM TEMEL LİSESİ (ANKARA - ÇANKAYA),1,0,1,36.073
ÖZEL ÇANKIRI KOLEJİ YILDIZTEPE FEN LİSESİ (ÇANKIRI - MERKEZ),1,1,0,36.073
ÖZEL DİYARBAKIR FİNAL FEN LİSESİ (DİYARBAKIR - KAYAPINAR),1,0,1,36.073
ÖZEL ELAZIĞ YÖNTEMİM FEN LİSESİ (ELAZIĞ - MERKEZ),1,1,0,36.073
ÖZEL ERYAMAN BİLİM DOĞA ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,1,0,36.073
ADIYAMAN ANADOLU İMAM-HATİP LİSESİ (ADIYAMAN - MERKEZ),1,0,1,36.073
ÖZEL FETHİYE EGEBİL ANADOLU LİSESİ (MUĞLA - FETHİYE),1,0,1,36.073
ÖZEL KEÇİÖREN ÜNLÜ SINAV ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,0,1,36.073
ÖZEL KUŞADASI BAHÇEŞEHİR ANADOLU LİSESİ (AYDIN - KUŞADASI),1,1,0,36.073
ÖZEL MATFEN EMRE KARATAŞ ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,1,0,36.073
ÖZEL MELTEM KOLEJİ (ANKARA - KEÇİÖREN),1,1,0,36.073
ÖZEL RİZE LEVENT ANADOLU LİSESİ (RİZE - MERKEZ),1,0,1,36.073
ÖZEL SAMANDAĞ EKİN ANADOLU LİSESİ (HATAY - SAMANDAĞ),1,0,1,36.073
ÖZEL SEVGİ FEN LİSESİ (ANKARA - GÖLBAŞI),1,1,0,36.073
ÖZEL TRABZON BAHÇEŞEHİR KOLEJİ FEN VE TEKNOLOJİ LİSESİ (TRABZON - ORTAHİSAR),1,0,1,36.073
ÖZEL UZMANLAR FEN LİSESİ (YALOVA - MERKEZ),1,1,0,36.073
AFŞİN FEN LİSESİ (KAHRAMANMARAŞ - AFŞİN),1,0,1,36.073
ÖZEL YAVUZ SELİM DAĞ FEN LİSESİ (ŞANLIURFA - KARAKÖPRÜ),1,1,0,36.073
ÖZEL YENİ ORTADOĞU FEN LİSESİ (DİYARBAKIR - KAYAPINAR),1,0,1,36.073
ÖZEL YENİMAHALLE SINAV ANADOLU LİSESİ (ANKARA - YENİMAHALLE),1,0,1,36.073
ÖZEL YÜCE FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,36.073
ÖZEL YÜKSELEN ANADOLU LİSESİ (ANKARA - ÇUBUK),1,0,1,36.073
ÖZEL YÜKSELEN KOLEJİ FEN LİSESİ (ANKARA - MAMAK),1,1,0,36.073
POLATLI TOBB FEN LİSESİ (ANKARA - POLATLI),1,1,0,36.073
SAMSUN GARİP ZEYCAN YILDIRIM FEN LİSESİ (SAMSUN - ATAKUM),1,0,1,36.073
SUNGURLU FEN LİSESİ (ÇORUM - SUNGURLU),1,1,0,36.073
ŞEHİT OĞUZHAN YAŞAR ANADOLU LİSESİ (ANKARA - ETİMESGUT),2,2,0,36.073
ANKARA PURSAKLAR FEN LİSESİ (ANKARA - PURSAKLAR),1,1,0,36.073
ŞEHİT ÖZCAN KAN FEN LİSESİ (KOCAELİ - İZMİT),1,1,0,36.073
TED KARADENİZ EREĞLİ KOLEJİ VAKFI ÖZEL LİSESİ (ZONGULDAK - EREĞLİ),1,1,0,36.073
TRABZON MERKEZ FEN LİSESİ (TRABZON - ORTAHİSAR),1,0,1,36.073
VEHBİ DİNÇERLER FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,36.073
AYHAN SÜMER ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,0,1,36.073
BETÜL CAN ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,0,1,36.073
BORSA İSTANBUL FEN LİSESİ (DİYARBAKIR - BAĞLAR),2,0,2,36.073
ERMENEK UYSAL-HASAN KALAN FEN LİSESİ (KARAMAN - ERMENEK),1,1,0,36.073
Toplam,128,52,76,36.077
ÇEAS ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,36.077
ÇEAŞ ŞANLIURFA ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),2,0,2,36.077
ÇUKUROVA ELEKTRİK ANADOLU LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,0,1,36.077
DR.M. FEYYAZ ETİZ ANADOLU LİSESİ (ADANA - SEYHAN),1,1,0,36.077
DULKADİROĞLU ANADOLU LİSESİ (KAHRAMANMARAŞ - DULKADİROĞLU),1,1,0,36.077
DÜZİÇİ FEN LİSESİ (OSMANİYE - DÜZİÇİ),1,1,0,36.077
ELBİSTAN BORSA İSTANBUL FEN LİSESİ (KAHRAMANMARAŞ - ELBİSTAN),1,1,0,36.077
ELLEK ANADOLU LİSESİ (OSMANİYE - DÜZİÇİ),1,1,0,36.077
ERDEM BAYAZIT ANADOLU LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,0,1,36.077
ESENTEPE ANADOLU LİSESİ (ADIYAMAN - MERKEZ),1,0,1,36.077
ABDULKADİR KONUKOĞLU FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),2,0,2,36.077
FARABİ ANADOLU LİSESİ (OSMANİYE - MERKEZ),1,1,0,36.077
FATİH ANADOLU LİSESİ (ADANA - KOZAN),1,0,1,36.077
FİTNAT NURİ TEKEREKOĞLU ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,36.077
GAZİANTEP ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),3,3,0,36.077
GAZİANTEP LİSESİ (GAZİANTEP - ŞAHİNBEY),2,2,0,36.077
GÖLBAŞI FEN LİSESİ (ADIYAMAN - GÖLBAŞI),1,0,1,36.077
GÜLŞEN BATAR ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),2,1,1,36.077
HACI FETTAH KADOOĞLU ANADOLU LİSESİ (ŞIRNAK - CİZRE),1,1,0,36.077
HASAN AYBABA ANADOLU LİSESİ (OSMANİYE - MERKEZ),2,0,2,36.077
HASAN ÇAPAN ANADOLU LİSESİ (GAZİANTEP - NİZİP),1,0,1,36.077
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),15,1,14,36.077
HATİCE-LÜTFÜ AKCAN ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,36.077
HİKMET KİLER FEN LİSESİ (BİTLİS - MERKEZ),1,0,1,36.077
HÜMEYRA ÖKTEN KIZ ANADOLU İMAM HATİP LİSESİ (ADANA - ÇUKUROVA),1,0,1,36.077
İL GENEL MECLİSİ ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,36.077
İSKENDERUN PAŞA KARACA ANADOLU İMAM HATİP LİSESİ (HATAY - İSKENDERUN),2,2,0,36.077
İSKENDERUN TOSÇELİK FEN LİSESİ (HATAY - İSKENDERUN),1,1,0,36.077
İSMAİL SAFA ÖZLER ANADOLU LİSESİ (ADANA - ÇUKUROVA),3,2,1,36.077
İSMET AYŞE BEHZATOĞLU ANADOLU LİSESİ (HATAY - REYHANLI),1,1,0,36.077
İSTİKLAL MAKZUME ANADOLU LİSESİ (HATAY - İSKENDERUN),2,1,1,36.077
KAHRAMANMARAŞ TOBB FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,1,0,36.077
ADIYAMAN ANADOLU İMAM-HATİP LİSESİ (ADIYAMAN - MERKEZ),1,1,0,36.077
MARDİN FEN LİSESİ (MARDİN - ARTUKLU),1,0,1,36.077
MEHMET GÜNEŞ ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),2,0,2,36.077
MELİKŞAH ANADOLU İMAM HATİP LİSESİ (HATAY - KIRIKHAN),1,1,0,36.077
MERİNOS ALİ ERDEMOĞLU FEN LİSESİ (ADIYAMAN - BESNİ),1,0,1,36.077
MERSİN YUSUF KALKAVAN ANADOLU LİSESİ (MERSİN - MEZİTLİ),1,0,1,36.077
MİDYAT ANADOLU LİSESİ (MARDİN - MİDYAT),1,0,1,36.077
MİDYAT FEN LİSESİ (MARDİN - MİDYAT),2,2,0,36.077
MUSTAFA GÜRBÜZ NECAT BAYEL ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),2,1,1,36.077
NECİBE KEMAL AKDOĞAN ANADOLU İMAM HATİP LİSESİ (GAZİANTEP - NİZİP),1,0,1,36.077
NİZİP FEN LİSESİ (GAZİANTEP - NİZİP),2,0,2,36.077
ADNAN OĞUZ ANADOLU LİSESİ (OSMANİYE - MERKEZ),1,0,1,36.077
NURİYE-VASIF ONAT KIZ ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,36.077
OF FEN LİSESİ (TRABZON - OF),1,1,0,36.077
ORDU FEN LİSESİ (ORDU - ALTINORDU),1,1,0,36.077
OSMAN ÖTKEN ANADOLU LİSESİ (HATAY - ANTAKYA),1,1,0,36.077
ÖZEL ADANA VARDA FEN LİSESİ (ADANA - ÇUKUROVA),1,1,0,36.077
ÖZEL AKDENİZ KOLEJİ (ADANA - SEYHAN),1,1,0,36.077
ÖZEL DEĞER KOLEJİ FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,36.077
ÖZEL DÖRTYOL FİNAL ANADOLU LİSESİ (HATAY - DÖRTYOL),1,0,1,36.077
ÖZEL ELBİSTAN YILDIZ KOLEJİ FEN LİSESİ (KAHRAMANMARAŞ - ELBİSTAN),1,0,1,36.077
ÖZEL GAZİANTEP KÜLTÜR FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,36.077
ALİ RIZA ALPARSLAN ANADOLU LİSESİ (MARDİN - KIZILTEPE),1,0,1,36.077
ÖZEL İBRAHİMARI ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,36.077
ÖZEL İSKENDERUN TEKYILDIZ ANADOLU LİSESİ (HATAY - İSKENDERUN),1,1,0,36.077
ÖZEL KADİRLİ BAHÇEŞEHİR KOLEJİ FEN LİSESİ (OSMANİYE - KADİRLİ),1,1,0,36.077
ÖZEL KİPAŞ FEN LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,0,1,36.077
ÖZEL SEDAT AKDOĞAN PANCARLI ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,36.077
ÖZEL ŞANLIURFA BAHÇEŞEHİR KOLEJİ FEN LİSESİ (ŞANLIURFA - KARAKÖPRÜ),1,1,0,36.077
ÖZEL ŞANLIURFA YÜKSELİŞ KOLEJİ FEN VE TEKNOLOJİ LİSESİ (ŞANLIURFA - KARAKÖPRÜ),1,1,0,36.077
ÖZEL URFA ÇAMLICA KOLEJİ ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),1,0,1,36.077
PAZARCIK ANADOLU LİSESİ (KAHRAMANMARAŞ - PAZARCIK),1,0,1,36.077
PAZARCIK FEN LİSESİ (KAHRAMANMARAŞ - PAZARCIK),1,0,1,36.077
AYTEN KEMAL AKINAL ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),2,1,1,36.077
PROF. DR. MEHMET GÖRMEZ ANADOLU İMAM HATİP LİSESİ (GAZİANTEP - ŞAHİNBEY),1,1,0,36.077
PROF.DR.NECMETTİN ERBAKAN ANADOLU İMAM HATİP LİSESİ (ŞANLIURFA - HALİLİYE),1,0,1,36.077
SELİM NEVZAT ŞAHİN ANADOLU LİSESİ (HATAY - DEFNE),1,0,1,36.077
SEYHAN BORSA İSTANBUL FEN LİSESİ (ADANA - SEYHAN),2,2,0,36.077
SİİRT TÜRK TELEKOM FEN LİSESİ (SİİRT - MERKEZ),1,1,0,36.077
SİLİFKE FEN LİSESİ (MERSİN - SİLİFKE),1,1,0,36.077
SUNGURBEY ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,0,1,36.077
SURUÇ FEN LİSESİ (ŞANLIURFA - SURUÇ),2,1,1,36.077
ŞANLIURFA ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),1,0,1,36.077
ŞANLIURFA FEN LİSESİ (ŞANLIURFA - HALİLİYE),1,0,1,36.077
AZİZ SANCAR ANADOLU LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),1,0,1,36.077
ŞEHİT MEHMET DEMİR KIZ ANADOLU İMAM HATİP LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,36.077
ŞEHİT MEHMET KARACATİLKİ ANADOLU İMAM HATİP LİSESİ (OSMANİYE - MERKEZ),1,0,1,36.077
ŞEHİT ONUR KILIÇ ANADOLU İMAM HATİP LİSESİ (ŞANLIURFA - HALİLİYE),1,0,1,36.077
ŞEMSETTİN MURSALOĞLU ANADOLU LİSESİ (HATAY - İSKENDERUN),1,0,1,36.077
ŞÜKRÜ GELİŞ FEN LİSESİ (ŞIRNAK - MERKEZ),1,0,1,36.077
TOBB FEN LİSESİ (GAZİANTEP - ŞAHİNBEY),1,0,1,36.077
TOBB OSMANİYE FEN LİSESİ (OSMANİYE - MERKEZ),1,0,1,36.077
TOKAT MİLLİ PİYANGO İHYA BALAK FEN LİSESİ (TOKAT - MERKEZ),1,1,0,36.077
TÜRKAN HALİT AYKILIÇ FEN LİSESİ (ŞANLIURFA - BİRECİK),1,0,1,36.077
ÜMİTKÖY KIZ ANADOLU İMAM HATİP LİSESİ (ANKARA - ÇANKAYA),1,0,1,36.077
BORSA İSTANBUL ANADOLU LİSESİ (MARDİN - MİDYAT),1,0,1,36.077
VEDAT TOPÇUOĞLU ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),2,0,2,36.077
YAHYA AKEL FEN LİSESİ (MERSİN - YENİŞEHİR),1,1,0,36.077
YAHYA KEMAL BEYATLI ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),1,0,1,36.077
YASEMİN ERMAN BALSU ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),3,1,2,36.077
YUNUS EMRE ANADOLU LİSESİ (AKSARAY - MERKEZ),1,1,0,36.077
Toplam,1,1,0,36.119
GAZİMAĞUSA TÜRK MAARİF KOLEJİ,1,1,0,36.119
Toplam,103,47,56,36.271
ARAKLI MEHMET AKİF ERSOY ANADOLU LİSESİ (TRABZON - ARAKLI),1,1,0,36.271
ARDEŞEN ŞEHİT ÖMER HALİSDEMİR FEN LİSESİ (RİZE - ARDEŞEN),1,0,1,36.271
ARTVİN FEN LİSESİ (ARTVİN - MERKEZ),2,0,2,36.271
BAFRA FEN LİSESİ (SAMSUN - BAFRA),2,0,2,36.271
BAYBURT FEN LİSESİ (BAYBURT - MERKEZ),3,1,2,36.271
BEŞİKDÜZÜ BORSA İSTANBUL FEN LİSESİ (TRABZON - BEŞİKDÜZÜ),1,0,1,36.271
BULANCAK FEN LİSESİ (GİRESUN - BULANCAK),1,1,0,36.271
CUMHURİYET ANADOLU LİSESİ (İSTANBUL - SULTANGAZİ),1,1,0,36.271
ÇANKIRI 15 TEMMUZ ŞEHİTLER ANADOLU LİSESİ (ÇANKIRI - MERKEZ),1,1,0,36.271
DR.VASIF TOPÇU FEN LİSESİ (İSTANBUL - ŞİLE),1,1,0,36.271
15 TEMMUZ ŞEHİTLERİ ANADOLU LİSESİ (NEVŞEHİR - MERKEZ),1,1,0,36.271
DURSUN ALİ KURT ANADOLU İMAM HATİP LİSESİ (TRABZON - ORTAHİSAR),1,1,0,36.271
ERTUĞRUL KURDOĞLU FEN LİSESİ (ARTVİN - ARHAVİ),1,0,1,36.271
ERZİNCAN FEN LİSESİ (ERZİNCAN - MERKEZ),1,0,1,36.271
FATİH ANADOLU LİSESİ (RİZE - MERKEZ),1,1,0,36.271
GAZİ ANADOLU LİSESİ (TRABZON - ORTAHİSAR),1,1,0,36.271
